"","rn","Estimate","Est.Error","Q2.5","Q97.5"
"1330","MMTJeep Gladiator:MY2020","0",".",".","."
"1331","MMTJeep Gladiator:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1332","MMTJeep Gladiator:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1333","MMTJeep Gladiator:MY2020:MileGrpATC3","0",".",".","."
"1334","MMTJeep Grand Cherokee","-7.74393719517544","2.95999958778252","-14.736245","-3.49915825"
"1335","MMTJeep Grand Cherokee:MY2018","2.75482822168743","3.1804622056979","-2.41232725","9.960202"
"1336","MMTJeep Grand Cherokee:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1337","MMTJeep Grand Cherokee:MY2018:MileGrpATC2","-0.464185617652675","1.81351649730915","-4.17308275","3.12201725"
"1338","MMTJeep Grand Cherokee:MY2018:MileGrpATC3","0",".",".","."
"1339","MMTJeep Grand Cherokee:MY2019","-3.57877916668798","5.26456723473297","-14.96963","5.77373224999999"
"1340","MMTJeep Grand Cherokee:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1341","MMTJeep Grand Cherokee:MY2019:MileGrpATC2","5.97121088654079","4.93646928067145","-1.6462805","17.1998375"
"1342","MMTJeep Grand Cherokee:MY2019:MileGrpATC3","0",".",".","."
"1343","MMTJeep Grand Cherokee:MY2020","0",".",".","."
"1344","MMTJeep Grand Cherokee:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1345","MMTJeep Grand Cherokee:MY2020:MileGrpATC2","2.93543115416316","3.21214827597545","-2.38707825","10.2253525"
"1346","MMTJeep Grand Cherokee:MY2020:MileGrpATC3","0",".",".","."
"1347","MMTJeep Renegade","-6.7526174083386","4.50287839324179","-17.253365","-0.182671200000003"
"1348","MMTJeep Renegade:MY2018","4.09175406983921","4.60576423636364","-3.0640725","14.657305"
"1349","MMTJeep Renegade:MY2018:MileGrpATC1","-1.04647294974693","1.83565868019055","-4.681522","2.7016275"
"1350","MMTJeep Renegade:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1351","MMTJeep Renegade:MY2018:MileGrpATC3","0",".",".","."
"1352","MMTJeep Renegade:MY2019","-1e+13","0","-1e+13","-1e+13"
"1353","MMTJeep Renegade:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1354","MMTJeep Renegade:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1355","MMTJeep Renegade:MY2019:MileGrpATC3","0",".",".","."
"1356","MMTJeep Renegade:MY2020","0",".",".","."
"1357","MMTJeep Renegade:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1358","MMTJeep Renegade:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1359","MMTJeep Renegade:MY2020:MileGrpATC3","0",".",".","."
"1360","MMTJeep Wrangler","-8.01401795289474","3.72889195096551","-16.84685","-2.7554975"
"1361","MMTJeep Wrangler:MY2018","4.05166285593908","3.87796160271075","-2.02523825","12.982525"
"1362","MMTJeep Wrangler:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1363","MMTJeep Wrangler:MY2018:MileGrpATC2","-0.497233775174833","1.84645650268313","-4.157196","3.1722645"
"1364","MMTJeep Wrangler:MY2018:MileGrpATC3","0",".",".","."
"1365","MMTJeep Wrangler:MY2019","-2.79297588522066","5.67899751283424","-14.73522","7.85941624999998"
"1366","MMTJeep Wrangler:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1367","MMTJeep Wrangler:MY2019:MileGrpATC2","6.11850465165807","5.1164623083116","-1.72146575","17.7187525"
"1368","MMTJeep Wrangler:MY2019:MileGrpATC3","0",".",".","."
"1369","MMTJeep Wrangler:MY2020","0",".",".","."
"1370","MMTJeep Wrangler:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1371","MMTJeep Wrangler:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1372","MMTJeep Wrangler:MY2020:MileGrpATC3","0",".",".","."
"1373","MMTJeep Wrangler JK","-8.86354037460526","4.20394792114733","-18.8253375","-2.9844695"
"1374","MMTJeep Wrangler JK:MY2018","0",".",".","."
"1375","MMTJeep Wrangler JK:MY2018:MileGrpATC1","4.7057799701207","4.33697684314857","-1.9404445","14.939015"
"1376","MMTJeep Wrangler JK:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1377","MMTJeep Wrangler JK:MY2018:MileGrpATC3","0",".",".","."
"1378","MMTKia Forte","-1e+13","0","-1e+13","-1e+13"
"1379","MMTKia Forte:MY2018","-1e+13","0","-1e+13","-1e+13"
"1380","MMTKia Forte:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1381","MMTKia Forte:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1382","MMTKia Forte:MY2018:MileGrpATC3","0",".",".","."
"1383","MMTKia Forte:MY2019","-1e+13","0","-1e+13","-1e+13"
"1384","MMTKia Forte:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1385","MMTKia Forte:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1386","MMTKia Forte:MY2019:MileGrpATC3","0",".",".","."
"1387","MMTKia Forte:MY2020","0",".",".","."
"1388","MMTKia Forte:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1389","MMTKia Forte:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1390","MMTKia Forte:MY2020:MileGrpATC3","0",".",".","."
"1391","MMTKia Niro","-8.99584629785425","5.5109814800444","-21.375655","-0.778376150000004"
"1392","MMTKia Niro:MY2018","-1e+13","0","-1e+13","-1e+13"
"1393","MMTKia Niro:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1394","MMTKia Niro:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1395","MMTKia Niro:MY2018:MileGrpATC3","0",".",".","."
"1396","MMTKia Niro:MY2019","-1.99564679995263","6.41017776734352","-14.778615","10.84644"
"1397","MMTKia Niro:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1398","MMTKia Niro:MY2019:MileGrpATC2","6.54973946527009","5.28464596709277","-1.49630975","18.5261075"
"1399","MMTKia Niro:MY2019:MileGrpATC3","0",".",".","."
"1400","MMTKia Niro:MY2020","0",".",".","."
"1401","MMTKia Niro:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1402","MMTKia Niro:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1403","MMTKia Niro:MY2020:MileGrpATC3","0",".",".","."
"1404","MMTKia Niro Electric","-1e+13","0","-1e+13","-1e+13"
"1405","MMTKia Niro Electric:MY2019","-1e+13","0","-1e+13","-1e+13"
"1406","MMTKia Niro Electric:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1407","MMTKia Niro Electric:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1408","MMTKia Niro Electric:MY2019:MileGrpATC3","0",".",".","."
"1409","MMTKia Niro Electric:MY2020","0",".",".","."
"1410","MMTKia Niro Electric:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1411","MMTKia Niro Electric:MY2020:MileGrpATC2","0",".",".","."
"1412","MMTKia Optima","-9.75198315651316","5.18742230657359","-21.68286","-2.24140225000001"
"1413","MMTKia Optima:MY2018","-1.57054973280658","6.28429319555507","-13.9756075","10.94992"
"1414","MMTKia Optima:MY2018:MileGrpATC1","6.72650728952627","5.3318194914338","-1.37331875","18.81783"
"1415","MMTKia Optima:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1416","MMTKia Optima:MY2018:MileGrpATC3","0",".",".","."
"1417","MMTKia Optima:MY2019","-1e+13","0","-1e+13","-1e+13"
"1418","MMTKia Optima:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1419","MMTKia Optima:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1420","MMTKia Optima:MY2019:MileGrpATC3","0",".",".","."
"1421","MMTKia Optima:MY2020","0",".",".","."
"1422","MMTKia Optima:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1423","MMTKia Optima:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1424","MMTKia Optima:MY2020:MileGrpATC3","0",".",".","."
"1425","MMTKia Sedona","-8.91439500130526","5.29983105303235","-20.97322","-1.1321875"
"1426","MMTKia Sedona:MY2018","-0.997611233004513","6.43694332611394","-13.7292275","11.99881"
"1427","MMTKia Sedona:MY2018:MileGrpATC1","6.49361084041066","5.4397426970161","-1.86621025","18.755825"
"1428","MMTKia Sedona:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1429","MMTKia Sedona:MY2018:MileGrpATC3","0",".",".","."
"1430","MMTKia Sedona:MY2019","-1e+13","0","-1e+13","-1e+13"
"1431","MMTKia Sedona:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1432","MMTKia Sedona:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1433","MMTKia Sedona:MY2019:MileGrpATC3","0",".",".","."
"1434","MMTKia Sedona:MY2020","0",".",".","."
"1435","MMTKia Sedona:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1436","MMTKia Sedona:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1437","MMTKia Sedona:MY2020:MileGrpATC3","0",".",".","."
"1438","MMTKia Sorento","-7.99096580092105","3.89178026477308","-17.092275","-2.40694975"
"1439","MMTKia Sorento:MY2018","2.72183927631048","4.04105995025735","-3.6897595","11.8220025"
"1440","MMTKia Sorento:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1441","MMTKia Sorento:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1442","MMTKia Sorento:MY2018:MileGrpATC3","0",".",".","."
"1443","MMTKia Sorento:MY2019","-3.92096534136509","5.54425135015908","-15.3965275","6.77092249999999"
"1444","MMTKia Sorento:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1445","MMTKia Sorento:MY2019:MileGrpATC2","6.51580980735912","4.8803171965107","-0.8547165","17.6805675"
"1446","MMTKia Sorento:MY2019:MileGrpATC3","0",".",".","."
"1447","MMTKia Sorento:MY2020","0",".",".","."
"1448","MMTKia Sorento:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1449","MMTKia Sorento:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1450","MMTKia Sorento:MY2020:MileGrpATC3","0",".",".","."
"1451","MMTKia Soul","-3.57718174166667","0.628053857227826","-4.976286","-2.505231"
"1452","MMTKia Soul:MY2018","-0.831233596369386","1.45206284879338","-4.153799","1.58607725"
"1453","MMTKia Soul:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1454","MMTKia Soul:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1455","MMTKia Soul:MY2018:MileGrpATC3","0",".",".","."
"1456","MMTKia Soul:MY2019","-1e+13","0","-1e+13","-1e+13"
"1457","MMTKia Soul:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1458","MMTKia Soul:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1459","MMTKia Soul:MY2019:MileGrpATC3","0",".",".","."
"1460","MMTKia Soul:MY2020","0",".",".","."
"1461","MMTKia Soul:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1462","MMTKia Soul:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1463","MMTKia Soul:MY2020:MileGrpATC3","0",".",".","."
"1464","MMTKia Sportage","-10.9600688210526","4.95035651442652","-22.570915","-3.99503475"
"1465","MMTKia Sportage:MY2018","-1e+13","0","-1e+13","-1e+13"
"1466","MMTKia Sportage:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1467","MMTKia Sportage:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1468","MMTKia Sportage:MY2018:MileGrpATC3","0",".",".","."
"1469","MMTKia Sportage:MY2019","-0.270242162030526","6.2564582761557","-12.9286125","12.194415"
"1470","MMTKia Sportage:MY2019:MileGrpATC1","7.78598041623728","5.41704100336316","-0.474261825","20.1561"
"1471","MMTKia Sportage:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1472","MMTKia Sportage:MY2019:MileGrpATC3","0",".",".","."
"1473","MMTKia Sportage:MY2020","0",".",".","."
"1474","MMTKia Sportage:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1475","MMTKia Sportage:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1476","MMTKia Sportage:MY2020:MileGrpATC3","0",".",".","."
"1477","MMTKia Stinger","-8.59081672277632","5.40809511603961","-20.9785375","-0.598817275"
"1478","MMTKia Stinger:MY2018","-1e+13","0","-1e+13","-1e+13"
"1479","MMTKia Stinger:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1480","MMTKia Stinger:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1481","MMTKia Stinger:MY2018:MileGrpATC3","0",".",".","."
"1482","MMTKia Stinger:MY2019","-0.935152302812232","6.53994882413202","-14.16661","11.859405"
"1483","MMTKia Stinger:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1484","MMTKia Stinger:MY2019:MileGrpATC2","6.05257321855838","5.61985841053951","-2.6604585","18.6189075"
"1485","MMTKia Stinger:MY2019:MileGrpATC3","0",".",".","."
"1486","MMTKia Stinger:MY2020","0",".",".","."
"1487","MMTKia Stinger:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1488","MMTKia Stinger:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1489","MMTKia Stinger:MY2020:MileGrpATC3","0",".",".","."
"1490","MMTKia Telluride","-5.59593032807018","1.25755486152758","-8.60496","-3.751655"
"1491","MMTKia Telluride:MY2020","0",".",".","."
"1492","MMTKia Telluride:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1493","MMTKia Telluride:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1494","MMTKia Telluride:MY2020:MileGrpATC3","0",".",".","."
"1495","MMTLexus ES/Lexus ES Hybrid","-10.4124980002632","5.13885641702728","-22.222805","-3.078336"
"1496","MMTLexus ES/Lexus ES Hybrid:MY2018","-1.29671216348825","6.35071842002663","-14.0470175","11.235285"
"1497","MMTLexus ES/Lexus ES Hybrid:MY2018:MileGrpATC1","6.37532117987627","5.39621531754535","-1.88039525","18.5827975"
"1498","MMTLexus ES/Lexus ES Hybrid:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1499","MMTLexus ES/Lexus ES Hybrid:MY2018:MileGrpATC3","0",".",".","."
"1500","MMTLexus ES/Lexus ES Hybrid:MY2019","-1e+13","0","-1e+13","-1e+13"
"1501","MMTLexus ES/Lexus ES Hybrid:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1502","MMTLexus ES/Lexus ES Hybrid:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1503","MMTLexus ES/Lexus ES Hybrid:MY2019:MileGrpATC3","0",".",".","."
"1504","MMTLexus ES/Lexus ES Hybrid:MY2020","0",".",".","."
"1505","MMTLexus ES/Lexus ES Hybrid:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1506","MMTLexus ES/Lexus ES Hybrid:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1507","MMTLexus ES/Lexus ES Hybrid:MY2020:MileGrpATC3","0",".",".","."
"1508","MMTLexus GS","-1e+13","0","-1e+13","-1e+13"
"1509","MMTLexus GS:MY2018","-1e+13","0","-1e+13","-1e+13"
"1510","MMTLexus GS:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1511","MMTLexus GS:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1512","MMTLexus GS:MY2018:MileGrpATC3","0",".",".","."
"1513","MMTLexus GS:MY2019","-1e+13","0","-1e+13","-1e+13"
"1514","MMTLexus GS:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1515","MMTLexus GS:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1516","MMTLexus GS:MY2019:MileGrpATC3","0",".",".","."
"1517","MMTLexus GS:MY2020","0",".",".","."
"1518","MMTLexus GS:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1519","MMTLexus GS:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1520","MMTLexus GS:MY2020:MileGrpATC3","0",".",".","."
"1521","MMTLexus GX","-9.43882233222061","5.20170246596103","-21.438385","-1.97831225"
"1522","MMTLexus GX:MY2018","-1.20052564867895","6.32072853189548","-13.9010575","11.4567425"
"1523","MMTLexus GX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1524","MMTLexus GX:MY2018:MileGrpATC2","6.56432251523754","5.41621606820537","-1.77404825","18.733135"
"1525","MMTLexus GX:MY2018:MileGrpATC3","0",".",".","."
"1526","MMTLexus GX:MY2019","-1e+13","0","-1e+13","-1e+13"
"1527","MMTLexus GX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1528","MMTLexus GX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1529","MMTLexus GX:MY2019:MileGrpATC3","0",".",".","."
"1530","MMTLexus GX:MY2020","0",".",".","."
"1531","MMTLexus GX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1532","MMTLexus GX:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1533","MMTLexus GX:MY2020:MileGrpATC3","0",".",".","."
"1534","MMTLexus IS","-1e+13","0","-1e+13","-1e+13"
"1535","MMTLexus IS:MY2018","-1e+13","0","-1e+13","-1e+13"
"1536","MMTLexus IS:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1537","MMTLexus IS:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1538","MMTLexus IS:MY2018:MileGrpATC3","0",".",".","."
"1539","MMTLexus IS:MY2019","-1e+13","0","-1e+13","-1e+13"
"1540","MMTLexus IS:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1541","MMTLexus IS:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1542","MMTLexus IS:MY2019:MileGrpATC3","0",".",".","."
"1543","MMTLexus IS:MY2020","0",".",".","."
"1544","MMTLexus IS:MY2020:MileGrpATC2","0",".",".","."
"1545","MMTLexus LS","-1e+13","0","-1e+13","-1e+13"
"1546","MMTLexus LS:MY2018","-1e+13","0","-1e+13","-1e+13"
"1547","MMTLexus LS:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1548","MMTLexus LS:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1549","MMTLexus LS:MY2018:MileGrpATC3","0",".",".","."
"1550","MMTLexus LS:MY2019","-1e+13","0","-1e+13","-1e+13"
"1551","MMTLexus LS:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1552","MMTLexus LS:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1553","MMTLexus LS:MY2019:MileGrpATC3","0",".",".","."
"1554","MMTLexus LS:MY2020","0",".",".","."
"1555","MMTLexus LS:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1556","MMTLexus LS:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1557","MMTLexus LS:MY2020:MileGrpATC3","0",".",".","."
"1558","MMTLexus LX","-1e+13","0","-1e+13","-1e+13"
"1559","MMTLexus LX:MY2018","-1e+13","0","-1e+13","-1e+13"
"1560","MMTLexus LX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1561","MMTLexus LX:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1562","MMTLexus LX:MY2018:MileGrpATC3","0",".",".","."
"1563","MMTLexus LX:MY2019","-1e+13","0","-1e+13","-1e+13"
"1564","MMTLexus LX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1565","MMTLexus LX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1566","MMTLexus LX:MY2019:MileGrpATC3","0",".",".","."
"1567","MMTLexus LX:MY2020","0",".",".","."
"1568","MMTLexus LX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1569","MMTLexus LX:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1570","MMTLexus LX:MY2020:MileGrpATC3","0",".",".","."
"1571","MMTLexus NX","-4.14619240701754","1.3027598519974","-7.28232925","-2.20255975"
"1572","MMTLexus NX:MY2018","-1e+13","0","-1e+13","-1e+13"
"1573","MMTLexus NX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1574","MMTLexus NX:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1575","MMTLexus NX:MY2018:MileGrpATC3","0",".",".","."
"1576","MMTLexus NX:MY2019","-1e+13","0","-1e+13","-1e+13"
"1577","MMTLexus NX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1578","MMTLexus NX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1579","MMTLexus NX:MY2019:MileGrpATC3","0",".",".","."
"1580","MMTLexus NX:MY2020","0",".",".","."
"1581","MMTLexus NX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1582","MMTLexus NX:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1583","MMTLexus NX:MY2020:MileGrpATC3","0",".",".","."
"1584","MMTLexus RX/Lexus RX Hybrid/RX L","-9.77615916447368","3.83267869598099","-18.8932075","-4.33375775"
"1585","MMTLexus RX/Lexus RX Hybrid/RX L:MY2018","0.0211374710281579","4.89404908386776","-9.68288225","9.985032"
"1586","MMTLexus RX/Lexus RX Hybrid/RX L:MY2018:MileGrpATC1","3.71427532838805","3.84571561186805","-2.4586435","12.3784225"
"1587","MMTLexus RX/Lexus RX Hybrid/RX L:MY2018:MileGrpATC2","5.12919365112183","3.70282315145217","-0.2698459","13.7662025"
"1588","MMTLexus RX/Lexus RX Hybrid/RX L:MY2018:MileGrpATC3","0",".",".","."
"1589","MMTLexus RX/Lexus RX Hybrid/RX L:MY2019","-2.23262114775311","5.6135114549763","-14.0188025","8.37046974999999"
"1590","MMTLexus RX/Lexus RX Hybrid/RX L:MY2019:MileGrpATC1","7.17877438301072","4.95096737270641","-0.07480026","18.4401825"
"1591","MMTLexus RX/Lexus RX Hybrid/RX L:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1592","MMTLexus RX/Lexus RX Hybrid/RX L:MY2019:MileGrpATC3","0",".",".","."
"1593","MMTLexus RX/Lexus RX Hybrid/RX L:MY2020","0",".",".","."
"1594","MMTLexus RX/Lexus RX Hybrid/RX L:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1595","MMTLexus RX/Lexus RX Hybrid/RX L:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1596","MMTLexus RX/Lexus RX Hybrid/RX L:MY2020:MileGrpATC3","0",".",".","."
"1597","MMTLexus UX","-1.88097692546057","1.3926125313427","-5.15085025","0.333679049999998"
"1598","MMTLexus UX:MY2019","-1e+13","0","-1e+13","-1e+13"
"1599","MMTLexus UX:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1600","MMTLexus UX:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1601","MMTLexus UX:MY2019:MileGrpATC3","0",".",".","."
"1602","MMTLexus UX:MY2020","0",".",".","."
"1603","MMTLexus UX:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1604","MMTLexus UX:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1605","MMTLexus UX:MY2020:MileGrpATC3","0",".",".","."
"1606","MMTLincoln Aviator","-3.42366632578947","1.24038470283541","-6.3815505","-1.5550835"
"1607","MMTLincoln Aviator:MY2020","0",".",".","."
"1608","MMTLincoln Aviator:MY2020:MileGrpATC1","-0.109418987940639","1.79126883040638","-3.7909755","3.4433015"
"1609","MMTLincoln Aviator:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1610","MMTLincoln Aviator:MY2020:MileGrpATC3","0",".",".","."
"1611","MMTLincoln Continental","-8.90910053351956","5.31596202946035","-21.0401875","-1.17627025000001"
"1612","MMTLincoln Continental:MY2018","-1e+13","0","-1e+13","-1e+13"
"1613","MMTLincoln Continental:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1614","MMTLincoln Continental:MY2018:MileGrpATC2","0",".",".","."
"1615","MMTLincoln Continental:MY2019","-0.694828227837785","6.34284329966694","-13.405415","11.9279825"
"1616","MMTLincoln Continental:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1617","MMTLincoln Continental:MY2019:MileGrpATC2","7.61058858904561","5.29628005811755","-0.255693575","19.84206"
"1618","MMTLincoln Continental:MY2019:MileGrpATC3","0",".",".","."
"1619","MMTLincoln Continental:MY2020","0",".",".","."
"1620","MMTLincoln Continental:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1621","MMTLincoln Continental:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1622","MMTLincoln Continental:MY2020:MileGrpATC3","0",".",".","."
"1623","MMTLincoln Corsair","-1e+13","0","-1e+13","-1e+13"
"1624","MMTLincoln Corsair:MY2020","0",".",".","."
"1625","MMTLincoln Corsair:MY2020:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1626","MMTLincoln Corsair:MY2020:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1627","MMTLincoln Corsair:MY2020:MileGrpATC3","0",".",".","."
"1628","MMTLincoln MKC","-1e+13","0","-1e+13","-1e+13"
"1629","MMTLincoln MKC:MY2018","-1e+13","0","-1e+13","-1e+13"
"1630","MMTLincoln MKC:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1631","MMTLincoln MKC:MY2018:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1632","MMTLincoln MKC:MY2018:MileGrpATC3","0",".",".","."
"1633","MMTLincoln MKC:MY2019","0",".",".","."
"1634","MMTLincoln MKC:MY2019:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1635","MMTLincoln MKC:MY2019:MileGrpATC2","-1e+13","0","-1e+13","-1e+13"
"1636","MMTLincoln MKC:MY2019:MileGrpATC3","0",".",".","."
"1637","MMTLincoln MKX","-8.63518074885965","4.23807337721593","-18.6379925","-2.73306175"
"1638","MMTLincoln MKX:MY2018","0",".",".","."
"1639","MMTLincoln MKX:MY2018:MileGrpATC1","-1e+13","0","-1e+13","-1e+13"
"1640","MMTLincoln MKX:MY2018:MileGrpATC2","4.15546935100702","4.36595453748893","-2.52128475","14.3362525"
"1641","MMTLincoln MKX:MY2018:MileGrpATC3","0",".",".","."
"1642","MMTLincoln MKZ/Lincoln MKZ Hybrid","-1e+13","0","-1e+13","-1e+13"
